voca_type,unique_id,day,day_no,word,meaning,english_meaning,pos,theme,theme_ko,priority_score,priority_band,rating,example,translation,paraphrase,paraphrase_translation,question,question_ko,collocation,collocations_json,collocations_ko_json,synonym_used,synonyms_json,phrase,memory_ko,icon,background,original_day,original_no,dataset_version,app_ready,QC2_Status,QC2_Score,QC2_Grade,pattern_recommended,pattern_ko_recommended,QC_Score,QC_Grade,QC_Issues,QC_Status,pattern_candidate_1,pattern_ko_candidate_1,pattern_candidate_2,pattern_ko_candidate_2,pattern_candidate_3,pattern_ko_candidate_3,generation_task,pattern_category,generation_word_sense,generation_context,generation_length_target,generation_structure,QC2_Issue,practice_sentence_ids,practice_sentences_en,practice_sentences_ko,practice_sentence_types,practice_situations,practice_review_words,record_type,practice_id,practice_order,practice_type,practice_situation,practice_sentence_en,practice_sentence_ko,practice_target_words,practice_target_word_meanings,practice_target_patterns,practice_pattern_meanings,practice_opic_level,practice_active,practice_extra_patterns,practice_extra_pattern_meanings,practice_extra_pattern_surfaces,practice_target_word_ko_surfaces,practice_target_pattern_ko_surfaces,practice_extra_pattern_ko_surfaces,practice_target_pattern_ko_segments,practice_extra_pattern_ko_segments,practice_patterns
TOEFL,T_D06_22,6,22,myriad,1. 무수히 많음 / 2. 무수한,"1. multitude, millions / 2. countless, innumerable, numerous",n./adj.,Choices & Decisions,선택과 결정 말하기,61,Core,3,I just can't seem to choose among myriad tour options.,수많은 여행 옵션들 가운데 선택할 수가 없어요.,I find it impossible to pick from the countless tours.,셀 수 없이 많은 투어 중에서 고르기가 불가능해요.,Which tour option seems best?,어떤 여행 옵션이 가장 좋아 보이나요?,myriad options / myriad possibilities,"[""myriad options"",""myriad possibilities"",""a myriad of""]","[""무수한 옵션"",""무수한 가능성"",""수많은""]",countless,"[""countless"",""innumerable"",""numerous""]",a myriad of options,무수히 많은 별들을 떠올려 수없이 많음을 기억하세요.,,,29,16,TOEFL_30x56_FINAL,1,COMPLETE,95,A,(just) can't seem to ...,도무지 ...하는 것 같지 않다,95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,example_sentence_generation,difficulty,무수히 많다,Travel,10,difficulty_statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D06_23,6,23,opaque,1. 불분명한 / 2. 불투명한,"1. unclear, obscure / 2. impenetrable",adj.,Choices & Decisions,선택과 결정 말하기,61,Core,3,I could never understand his opaque explanations at parties.,나는 파티에서 그의 불분명한 설명을 결코 이해할 수 없었어.,His explanations at social events were always unclear to me.,사교 모임에서 그의 설명은 항상 나에게 불분명했어.,Why are his explanations opaque?,왜 그의 설명들은 불분명한가요?,opaque language / opaque explanation,"[""opaque language"",""opaque explanation"",""remain opaque""]","[""불분명한 언어"",""불분명한 설명"",""불분명하게 남다""]",unclear,"[""unclear"",""obscure"",""impenetrable""]",opaque explanation,유리를 통해 흐릿하게 보이는 이미지로 불분명함을 연상하세요.,,,25,15,TOEFL_30x56_FINAL,1,COMPLETE,95,A,I could never ...,나는 결코 ...할 수 없다,95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,example_sentence_generation,ability,"불분명한, 이해하기 어려운",Family & Friends,9,personal_opinion,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D06_24,6,24,point out,"지적하다, 언급하다","state, indicate, show",phr.,Choices & Decisions,선택과 결정 말하기,61,Core,3,I'm not cut out to point out every small mistake.,모든 사소한 실수를 지적하기에는 적합하지 않아요.,I'm not suited to calling out every minor error.,사소한 오류마다 지적하는 데 적합하지 않습니다.,Do you prefer constructive feedback?,건설적인 피드백을 선호하시나요?,point out flaws,"[""point out flaws"",""point out errors""]","[""결점을 지적하다"",""오류를 지적하다""]",indicate,"[""indicate"",""mention"",""note""]",point out every mistake,문제나 실수를 지적할 때,,,20,55,TOEFL_30x56_FINAL,Y,PASS,96,A,I'm not cut out for /to ...,~에 적합하지 않다,96,A,,PASS,Turns out (that) ...,,What's the point of ...?,,I'm not cut out for /to ...,,Create example sentence and translations,self-assessment,"지적하다, 언급하다",Business,10,short_narrative,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D06_25,6,25,pool,모으다; 기업·연합,"combine, put together; combination, group",v./n.,Choices & Decisions,선택과 결정 말하기,61,Core,3,I can see that we should pool our resources for rent.,우리가 집세를 위해 자원을 모아야겠다는 것을 알겠어요.,I realize we need to combine our money for rent.,집세를 위해 돈을 합쳐야 한다는 것을 깨달았어요.,What should we pool our resources for?,우리는 무엇을 위해 자원을 모아야 하나요?,pool resources / pool funds,"[""pool resources"",""pool funds"",""pool together""]","[""자원을 모으다"",""자금을 모으다"",""함께 모으다""]",combine,"[""combine"",""aggregate"",""consolidate""]",pool our resources,여러 사람이 한 곳에 물을 모으듯 자원을 모으는 이미지로 기억하세요.,,,18,18,TOEFL_30x56_FINAL,1,COMPLETE,95,A,I can see (that) ...,알겠다(즉) ...,95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,example_sentence_generation,realization,"자원을 모으다, 합치다",Daily Life,11,realization,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D06_26,6,26,pore,"작은 구멍; 자세히 보다, 응시하다","1. hole / 2. stare, gaze",n./v.,Choices & Decisions,선택과 결정 말하기,61,Core,3,Good thing I pored over the contract last night.,다행히도 제가 어젯밤 계약서를 꼼꼼히 살펴봤어요.,"Luckily, I examined the contract in detail yesterday evening.",운 좋게도 저는 어젯밤 계약서를 자세히 검토했어요.,What did you pore over last night?,어젯밤에 무엇을 자세히 살펴보았나요?,pore over the text / pore over documents,"[""pore over the text"",""pore over documents"",""pore over details""]","[""자세히 살피다"",""문서를 꼼꼼히 보다"",""세부사항을 살피다""]",study closely,"[""study closely"",""examine"",""scrutinize""]",pore over,돋보기를 들고 자세히 들여다보는 이미지로 기억하세요.,,,3,37,TOEFL_30x56_FINAL,1,COMPLETE,95,A,Good thing (that) ...,다행이다(는 것) ...,95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,example_sentence_generation,remark,"자세히 보다, 꼼꼼히 살피다",Business,9,consequence,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D06_27,6,27,probe,"1. 조사하다, 찾다 / 2. 탐구, 탐사","1. investigate, search, examine, explore / 2. exploration, inquiry",v./n.,Choices & Decisions,선택과 결정 말하기,61,Core,3,"I'll tell you what, probe the data before deciding.","이렇게 하자, 결정하기 전에 데이터를 조사해 봐.",Here's an idea: investigate the data before making a decision.,제안인데요: 결정을 내리기 전에 데이터를 조사하세요.,Who should probe the data?,누가 데이터를 조사해야 하나요?,probe the issue / probe deeper,"[""probe the issue"",""probe deeper"",""probe the data""]","[""문제를 조사하다"",""더 깊이 탐사하다"",""데이터를 조사하다""]",investigate,"[""investigate"",""examine"",""explore""]",probe the data,현미경으로 파고드는 이미지로 조사하는 것을 기억하세요.,,,26,12,TOEFL_30x56_FINAL,1,COMPLETE,95,A,"I'll tell you what, ...","그럼 이거 해봐, ...",95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,example_sentence_generation,suggestion,"조사하다, 탐색하다",Daily Life,9,suggestion,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D06_28,6,28,prompt,"유발하다, 자극하다","cause, bring about, induce; stimulate",v.,Choices & Decisions,선택과 결정 말하기,61,Core,3,How about if we prompt a staff meeting tomorrow?,내일 직원 회의를 요청하는 게 어때요?,Shall we cause a staff meeting to happen tomorrow?,내일 직원 회의를 열도록 촉발할까요?,Does tomorrow work for everyone?,내일 모두 가능한가요?,prompt action,"[""prompt action"",""prompt a response""]","[""조치를 촉구하다"",""응답을 촉발하다""]",induce,"[""induce"",""cause"",""bring about""]",prompt a meeting,무언가를 유발하거나 촉발할 때,,,21,19,TOEFL_30x56_FINAL,Y,PASS,96,A,How about if ...?,~하면 어때요?,96,A,,PASS,How about if ...?,,... talk about how ...,,It's about time (that) ...,,Create example sentence and translations,suggestion,"유발하다, 자극하다",Travel,9,comparison,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D06_29,6,29,prone to,~하기 쉬운,"susceptible to, likely to get",phr.,Choices & Decisions,선택과 결정 말하기,61,Core,3,I'm not used to being so prone to errors.,이렇게 실수가 잦은 것에 익숙하지 않아요.,I'm unfamiliar with being this susceptible to mistakes.,이처럼 실수에 취약한 상태에 익숙하지 않습니다.,Have you changed your process?,과정을 바꾸셨나요?,prone to errors,"[""prone to errors"",""prone to illness""]","[""실수하기 쉽다"",""병에 취약하다""]",susceptible,"[""susceptible"",""likely to get""]",prone to errors,~하기 쉬운 성향을 말할 때,,,5,37,TOEFL_30x56_FINAL,Y,PASS,96,A,I'm not used to ...ing,~하는 것에 익숙하지 않다,96,A,,PASS,How did you get ... to?,,I'll be sure to ...,,I'm not used to ...ing,,Create example sentence and translations,habit,~하기 쉬운,Family & Friends,9,statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D06_30,6,30,rather,오히려; 다소,"instead; somewhat, slightly",adv.,Choices & Decisions,선택과 결정 말하기,61,Core,3,Good thing the shirt was rather affordable and fit well.,다행히 그 셔츠는 꽤 저렴했고 잘 맞았어요.,"Fortunately, the shirt was fairly inexpensive and it fit nicely.",다행히 그 셔츠는 다소 저렴했고 잘 맞았어요.,Was the shirt expensive?,그 셔츠는 비쌌나요?,rather affordable / rather expensive,"[""rather affordable"",""rather expensive"",""rather good""]","[""꽤 저렴한"",""다소 비싼"",""꽤 좋은""]",somewhat,"[""somewhat"",""fairly"",""quite""]",rather affordable,조금 더한 느낌으로 '다소'라는 의미를 떠올리세요.,,,17,49,TOEFL_30x56_FINAL,1,COMPLETE,95,A,Good thing (that) ...,다행이다(는 것) ...,95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,example_sentence_generation,remark,"다소, 꽤",Shopping & Services,10,remark,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D07_01,7,1,reform,개혁; 개혁하다,"betterment; amend, improve, ameliorate",n./v.,Choices & Decisions,선택과 결정 말하기,61,Core,3,You can't just reform systems overnight without consensus.,합의 없이 제도를 당장 개혁할 수는 없어.,Systemic change requires community agreement and time.,제도적 변화에는 공동체의 합의와 시간이 필요하다.,How can we build consensus for reform?,개혁을 위해 어떻게 합의를 형성할 수 있을까?,reform policy,"[""reform policy"", ""institutional reform""]","[""정책을 개혁하다"", ""제도 개혁""]",improve,"[""improve"",""amend"",""overhaul""]",reform,reform = 다시 형성하여 개선하다,,,8,36,TOEFL_30x56_FINAL,1,PASS,95,A,You can't (just) ...,그냥 ...할 수는 없다,95,A,,PASS,I'll see ...,,I'll be sure to ...,,I'll let you know ...,,Create a natural sentence using the pattern and target word.,statement,제도나 정책을 개선하다,Daily Life,8,statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D07_02,7,2,regard,"생각하다, 간주하다; 관심","1. consider, think of, see / 2. attention, notice",v./n.,Choices & Decisions,선택과 결정 말하기,61,Core,3,I see many people regard exercise as optional.,나는 많은 사람들이 운동을 선택사항으로 여긴다는 것을 안다.,I notice people often consider exercise nonessential.,사람들이 종종 운동을 필수가 아니라고 여긴다는 것을 알아차린다.,Do you regard exercise as essential?,당신은 운동을 필수라고 여기나요?,regard as,"[""regard as"", ""regard highly""]","[""~로 간주하다"", ""높이 평가하다""]",consider,"[""consider"",""view"",""see as""]",regard,"regard = ~로 여기다, 간주하다",,,2,21,TOEFL_30x56_FINAL,1,PASS,95,A,I see ...,나는 ...라고 본다,95,A,,PASS,"Come to think of it, ...",,I'll see ...,,I think you deserve ...,,Create a natural sentence using the pattern and target word.,statement,~을 ~로 간주하다,Health,8,statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D07_03,7,3,rely upon,~에 의존하다,"depend upon, resort to",phr.,Choices & Decisions,선택과 결정 말하기,61,Core,3,I'm looking to rely upon teammates for this project.,이번 프로젝트에서는 팀원들에게 의존하려고 합니다.,I plan to depend on colleagues during the project.,프로젝트 동안 동료들에게 의존할 계획이다.,Can you rely upon your team?,팀에 의존할 수 있나요?,rely upon,"[""rely upon"", ""rely on""]","[""~에 의존하다"", ""~에 기대다""]",depend on,"[""depend on"",""count on"",""lean on""]",rely upon,rely upon = ~에 의지하다,,,18,38,TOEFL_30x56_FINAL,1,PASS,95,A,I'm looking to ...,...하려고 한다,95,A,,PASS,I'll be sure to ...,,I'm not used to ...ing,,would hate to ...,,Create a natural sentence using the pattern and target word.,statement,~에 의존하다,Daily Life,9,statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D07_04,7,4,rigid,엄격한; 굳은,"strict, exact, severe, rigorous; stiff, hard, firm",adj.,Choices & Decisions,선택과 결정 말하기,61,Core,3,I'm having a hard time accepting rigid grading standards.,나는 엄격한 채점 기준을 받아들이기 어렵다.,I struggle with very strict evaluation criteria.,매우 엄격한 평가 기준을 견디기 어렵다.,Why are the grading standards so rigid?,왜 채점 기준이 그렇게 엄격한가요?,rigid standards,"[""rigid standards"", ""rigid rules""]","[""엄격한 기준"", ""경직된 규칙""]",strict,"[""strict"",""inflexible"",""severe""]",rigid,rigid = 굳고 융통성 없는,,,7,17,TOEFL_30x56_FINAL,1,PASS,95,A,I'm having a hard time ...ing,나는 ...하는 데 어려움을 겪고 있다,95,A,,PASS,I'm having a hard time ...ing,,I'll see ...,,I'll be sure to ...,,Create a natural sentence using the pattern and target word.,statement,엄격하고 융통성 없는,School & Learning,9,statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D07_05,7,5,rival,1. 경쟁하는 / 2. 경쟁자 / 3. ~와 경쟁하다,"1. competing, competitive, conflicting / 2. competitor, antagonist, opponent / 3. compete with, match",adj./n./v.,Choices & Decisions,선택과 결정 말하기,61,Core,3,I'm fed up with my rival constantly bragging about wins.,나는 경쟁자가 계속 승리를 자랑하는 것에 지쳤다.,I'm tired of my competitor's nonstop boasting.,경쟁자의 끊임없는 자랑에 지쳤다.,How do you handle a competitive rival?,경쟁자를 어떻게 다루나요?,rival team,"[""rival"", ""rival team""]","[""경쟁자"", ""경쟁 팀""]",competitor,"[""competitor"",""opponent"",""adversary""]",rival,"rival = 경쟁자, 상대",,,25,34,TOEFL_30x56_FINAL,1,PASS,95,A,I'm fed up with ...,나는 ...에 지쳤다,95,A,,PASS,What's up with ...?,,... is obsessed with ...,,I'm fed up with ...,,Create a natural sentence using the pattern and target word.,statement,"경쟁자, 상대",Daily Life,10,statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D07_06,7,6,scarce,"부족한, 희귀한","limited, short in supply, not readily available; rare",adj.,Choices & Decisions,선택과 결정 말하기,61,Core,3,"It's not that supplies are scarce, they're misallocated.",보급품이 부족한 게 아니라 배분이 잘못된 것이다.,The issue isn't scarcity but poor allocation.,문제는 부족함이 아니라 부적절한 배분이다.,Are resources truly scarce here?,여기 자원이 정말 부족한가요?,scarce resources,"[""scarce resources"", ""scarce supply""]","[""부족한 자원"", ""공급 부족""]",limited,"[""limited"",""rare"",""insufficient""]",scarce,scarce = 부족하거나 희귀한,,,29,8,TOEFL_30x56_FINAL,1,PASS,95,A,It's not that ...,그렇다고 ...인 것은 아니다,95,A,,PASS,I'm not used to ...ing,,I'm not clear ...,,It's not that ...,,Create a natural sentence using the pattern and target word.,statement,부족하거나 제한된,Technology,8,statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
TOEFL,T_D07_07,7,7,seek,"찾다, 조사하다; 시도하다","1. look for, search for, pursue / 2. attempt, try, essay",v.,Choices & Decisions,선택과 결정 말하기,61,Core,3,There's no excuse for not seeking professional help.,전문적인 도움을 구하지 않는 것은 변명의 여지가 없다.,Failing to look for expert help is unjustifiable.,전문가의 도움을 구하지 않는 것은 정당화될 수 없다.,Who should seek professional help?,누가 전문가의 도움을 받아야 할까?,seek help,"[""seek help"", ""seek information""]","[""도움을 구하다"", ""정보를 찾다""]",look for,"[""look for"",""search for"",""pursue""]",seek,"seek = 찾다, 구하다, 시도하다",,,5,6,TOEFL_30x56_FINAL,1,PASS,95,A,There's no excuse for ...,...은 변명의 여지가 없다,95,A,,PASS,I'd kill for/to ...,,I feel sorry for ...,,There's no excuse for ...,,Create a natural sentence using the pattern and target word.,statement,"~을 찾다, 구하다",Daily Life,8,statement,,,,,,,,VOCAB,,,,,,,,,,,,,,,,,,,,,
